num,num_in_list,name,profile,response,level_to_speach,level,classes_to_speach,class,min_class,max_class,prof_subject,stage
253,67,Отраслевая олимпиада школьников «Газпром»,информатика,информатика,второй,2,с девятого по одиннадцатый,с 9 по 11,9,11,информатика,отборочный и заключительный
254,68,Отраслевая физико- математическая олимпиада школьников «Росатом»,математика,математика,второй,2,с седьмого по одиннадцатый,с 7 по 11,7,11,математика,онлайн отборочный и заключительный
255,68,Отраслевая физико- математическая олимпиада школьников «Росатом»,физика,физика,первый,1,с седьмого по одиннадцатый,с 7 по 11,7,11,физика,онлайн отборочный и заключительный
256,69,Плехановская олимпиада школьников,иностранный язык,иностранный язык,третий,3,с восьмого по одиннадцатый,с 8 по 11,8,11,иностранный язык,отборочный и заключительный
257,69,Плехановская олимпиада школьников,русский язык,русский язык,второй,2,с восьмого по одиннадцатый,с 8 по 11,8,11,русский язык,отборочный и заключительный
258,69,Плехановская олимпиада школьников,финансовая грамотность,экономика,третий,3,с восьмого по одиннадцатый,с 8 по 11,8,11,экономика,отборочный и заключительный
259,69,Плехановская олимпиада школьников,экономика,экономика,третий,3,с восьмого по одиннадцатый,с 8 по 11,8,11,экономика,отборочный и заключительный
260,70,Региональный конкурс школьников Челябинского университетского образовательного округа,иностранный язык,иностранный язык,третий,3,с восьмого по одиннадцатый,с 8 по 11,8,11,иностранный язык,отборочный и финал
261,71,Санкт-Петербургская астрономическая олимпиада,астрономия,астрономия,первый,1,с пятого по одиннадцатый,с 5 по 11,5,11,астрономия,отборочный и финал
262,72,Санкт-Петербургская олимпиада школьников,математика,математика,первый,1,с шестого по одиннадцатый,с 6 по 11,6,11,математика,отборочный и финал
263,72,Санкт-Петербургская олимпиада школьников,химия,химия,второй,2,с восьмого по одиннадцатый,с 8 по 11,8,11,химия,отборочный и финал
264,73,Северо-Восточная олимпиада школьников,русский язык,русский язык,третий,3,с восьмого по одиннадцатый,с 8 по 11,8,11,русский язык,отборочный и финал
265,73,Северо-Восточная олимпиада школьников,филология,литература,третий,3,с восьмого по одиннадцатый,с 8 по 11,8,11,"русский язык, литература",отборочный и финал
266,74,Сибирская межрегиональная олимпиада школьников «Архитектурно- дизайнерское творчество»,"архитектура, изобразительные и прикладные виды искусств",искусство,второй,2,с девятого по одиннадцатый,с 9 по 11,9,11,"архитектура, дизайн, градостроительство",отборочный и заключительный
267,75,Строгановская олимпиада на базе МГХПА имени С.Г. Строганова,"рисунок, живопись, скульптура, дизайн",искусство,первый,1,с шестого по одиннадцатый,с 6 по 11,6,11,"искусство, дизайн",отборочный и заключительный
268,77,Турнир городов,математика,математика,первый,1,с восьмого по одиннадцатый,с 8 по 11,8,11,математика,"базовый тур, сложный тур и устный тур"
269,78,Турнир имени М.В. Ломоносова,астрономия и науки о земле,астрономия,третий,3,с шестого по одиннадцатый,с 6 по 11,6,11,астрономия,подготовительный и заключительный
270,78,Турнир имени М.В. Ломоносова,история,история,второй,2,с шестого по одиннадцатый,с 6 по 11,6,11,история,подготовительный и заключительный
271,78,Турнир имени М.В. Ломоносова,лингвистика,русский язык,второй,2,с шестого по одиннадцатый,с 6 по 11,6,11,"русский язык, иностранный язык, математика",подготовительный и заключительный
272,78,Турнир имени М.В. Ломоносова,литература,литература,второй,2,с шестого по одиннадцатый,с 6 по 11,6,11,литература,подготовительный и заключительный
273,78,Турнир имени М.В. Ломоносова,математика,математика,второй,2,с шестого по одиннадцатый,с 6 по 11,6,11,математика,подготовительный и заключительный
274,78,Турнир имени М.В. Ломоносова,физика,физика,третий,3,с шестого по одиннадцатый,с 6 по 11,6,11,физика,подготовительный и заключительный
275,78,Турнир имени М.В. Ломоносова,химия,химия,третий,3,с шестого по одиннадцатый,с 6 по 11,6,11,химия,подготовительный и заключительный
276,79,Университетская олимпиада школьников «Бельчонок»,информатика,информатика,третий,3,со второго по одиннатцатый,со 2 по 11,2,11,информатика,отборочный и заключительный
277,79,Университетская олимпиада школьников «Бельчонок»,"математика	
		",математика,третий,3,со второго по одиннатцатый,со 2 по 11,2,11,математика,отборочный и заключительный
278,79,Университетская олимпиада школьников «Бельчонок»,химия,химия,третий,3,со второго по одиннатцатый,с 8 по 11,8,11,химия,отборочный и заключительный
279,80,Учитель школы будущего,иностранный язык,иностранный язык,второй,2,со второго по одиннатцатый,со 2 по 11,2,11,"востоковедение  и африканистика, лингвистика, филология",отборочный и заключительный
280,81,Межвузовская олимпиада школьников «Первый успех»,филологияпедагогические науки и образование,лингвистика,второй,2,с восьмого по одиннадцатый,с 8 по 11,8,11,"литература, русский язык, психология",отборочный и заключительный
