num,num_in_list,name,profile,response,level,min_class,max_class,prof_subject,stage,link
203,51,Олимпиада школьников «Ломоносов»,робототехника,информатика,3,5,11,"фундаментальные математика и механика, робототехника, фундаментальная информатика",отборочный и заключительный,https://olimpiada.ru/activity/352
204,51,Олимпиада школьников «Ломоносов»,русский язык,русский язык,1,5,11,русский язык,отборочный и заключительный,https://olimpiada.ru/activity/347
205,51,Олимпиада школьников «Ломоносов»,физика,физика,2,7,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/344
206,51,Олимпиада школьников «Ломоносов»,философия,обществознание,1,5,11,"философия, этика и религиоведение",отборочный и заключительный,https://olimpiada.ru/activity/355
207,51,Олимпиада школьников «Ломоносов»,химия,химия,1,7,11,химия,отборочный и заключительный,https://olimpiada.ru/activity/350
208,51,Олимпиада школьников «Ломоносов»,экология,биология,2,5,11,"биологические науки, науки о земле",отборочный и заключительный,https://olimpiada.ru/activity/327
209,52,Олимпиада школьников «Надежда энергетики»,математика,математика,3,5,11,математика,"тренировочный, отборочный и финал",https://olimpiada.ru/activity/5331
210,52,Олимпиада школьников «Надежда энергетики»,физика,физика,3,7,11,физика,"тренировочный, отборочный и финал",https://olimpiada.ru/activity/5332
211,53,Олимпиада школьников «Покори Воробьевы горы!»,география,география,2,5,11,география,отборочный и заключительный,https://olimpiada.ru/activity/5444
212,53,Олимпиада школьников «Покори Воробьевы горы!»,журналистика,журналистика,1,5,11,средства массовой информации и информационно-библиотечное дело,отборочный и заключительный,https://olimpiada.ru/activity/5445
213,53,Олимпиада школьников «Покори Воробьевы горы!»,иностранный язык,иностранный язык,1,5,11,иностранный язык,отборочный и заключительный,https://olimpiada.ru/activity/163
214,53,Олимпиада школьников «Покори Воробьевы горы!»,история,история,2,5,11,история,отборочный и заключительный,https://olimpiada.ru/activity/164
215,53,Олимпиада школьников «Покори Воробьевы горы!»,литература,литература,1,5,11,литература,отборочный и заключительный,https://olimpiada.ru/activity/165
216,53,Олимпиада школьников «Покори Воробьевы горы!»,математика,математика,1,5,11,математика,отборочный и заключительный,https://olimpiada.ru/activity/115
217,53,Олимпиада школьников «Покори Воробьевы горы!»,обществознание,обществознание,1,5,11,обществознание,отборочный и заключительный,https://olimpiada.ru/activity/116
218,53,Олимпиада школьников «Покори Воробьевы горы!»,физика,физика,1,5,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/166
219,54,Олимпиада школьников «Робофест»,физика,физика,2,7,11,физика,"подготовительный, пригласительный, региональный тур и финал",https://olimpiada.ru/activity/5405
220,55,Олимпиада школьников «Физтех»,биология,биология,2,9,11,биология,отборочный и заключительный,https://olimpiada.ru/activity/5735
221,55,Олимпиада школьников «Физтех»,инженерное дело,физика,3,9,11,"физика, инженерное дело",отборочный и заключительный,https://olimpiada.ru/activity/123
222,55,Олимпиада школьников «Физтех»,математика,математика,1,9,11,математика,отборочный и заключительный,https://olimpiada.ru/activity/395
223,55,Олимпиада школьников «Физтех»,научно-технический профиль,физика,2,9,11,"математика, физика",отборочный и заключительный,https://olimpiada.ru/activity/123
224,55,Олимпиада школьников «Физтех»,физика,физика,1,9,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/394
225,56,Олимпиада школьников «Шаг в будущее»,инженерное дело,информатика,2,8,11,"компьютерные и информационные науки, информатика и вычислительная техника, электроника, радиотехника ",отборочный и заключительный,https://olimpiada.ru/activity/170
226,56,Олимпиада школьников «Шаг в будущее»,компьютерное моделирование и графика,информатика,3,8,11,"компьютерные и информационные науки, информатика и вычислительная техника, электроника, радиотехника ",отборочный и заключительный,https://olimpiada.ru/activity/5362
227,56,Олимпиада школьников «Шаг в будущее»,математика,математика,3,8,11,математика,отборочный и заключительный,https://olimpiada.ru/activity/168
228,56,Олимпиада школьников «Шаг в будущее»,информатика,информатика,3,8,11,информатика и вычислительная техника,отборочный и заключительный,https://olimpiada.ru/activity/406
229,56,Олимпиада школьников «Шаг в будущее»,физика,физика,2,8,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/169
230,57,Олимпиада школьников по географии «Земля - наш общий дом!»,география,география,3,7,11,география,отборочный и заключительный,https://olimpiada.ru/activity/198
231,58,Олимпиада школьников по информатике и программированию,информатика,информатика,1,11,11,информатика,"первый отборочный, второй отборочный и заключительный",https://olimpiada.ru/activity/4337
232,59,Олимпиада школьников по программированию «ТехноКубок»,информатика,информатика,1,8,11,информатика,отборочный и заключительный,https://olimpiada.ru/activity/5371
233,60,Олимпиада школьников по химии в ФГБОУ ВО ПСПбГМУ им. И. П. Павлова Минздрава России,химия,химия,3,8,11,химия,информация уточняется,https://olimpiada.ru/activity/5865
234,61,Олимпиада школьников по экономике в рамках международного экономического фестиваля школьников «Сибириада. Шаг в мечту»,экономика,экономика,2,7,11,экономика,"первый отборочный тур, второй тур и финал",https://olimpiada.ru/activity/242
235,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,журналистика,журналистика,2,8,11,средства массовой информации и информационно-библиотечное дело,отборочный и заключительный,https://olimpiada.ru/activity/5411
236,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,иностранный язык,иностранный язык,2,8,11,английский язык,отборочный и заключительный,https://olimpiada.ru/activity/5008
237,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,история,история,2,6,11,история,отборочный и заключительный,https://olimpiada.ru/activity/5285
238,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,обществознание,обществознание,2,8,11,обществознание,отборочный и заключительный,https://olimpiada.ru/activity/5009
239,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,политология,право,2,8,11,политология,отборочный и заключительный,https://olimpiada.ru/activity/5415
240,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,финансовая грамотность,экономика,3,8,11,экономика,отборочный и заключительный,https://olimpiada.ru/activity/5772
241,62,Олимпиада школьников Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,экономика,экономика,3,8,11,экономика,отборочный и заключительный,https://olimpiada.ru/activity/5412
242,63,Олимпиада школьников Санкт-Петербургского государственного университета,биология,биология,1,5,11,биология,отборочный и заключительный,https://olimpiada.ru/activity/124
243,63,Олимпиада школьников Санкт-Петербургского государственного университета,география,география,1,6,11,география,отборочный и заключительный,https://olimpiada.ru/activity/446
244,63,Олимпиада школьников Санкт-Петербургского государственного университета,журналистика,журналистика,1,9,11,средства массовой информации и информационно-библиотечное дело,отборочный и заключительный,https://olimpiada.ru/activity/5289
245,63,Олимпиада школьников Санкт-Петербургского государственного университета,инженерные системы,физика,3,8,11,"математика, физика и астрономия, управление в технических системах",отборочный и финал,https://olimpiada.ru/activity/5345
246,63,Олимпиада школьников Санкт-Петербургского государственного университета,иностранный язык,иностранный язык,1,7,11,иностранный язык,отборочный и заключительный,https://olimpiada.ru/activity/461
247,63,Олимпиада школьников Санкт-Петербургского государственного университета,информатика,информатика,1,7,11,информатика,отборочный и заключительный,https://olimpiada.ru/activity/465
248,63,Олимпиада школьников Санкт-Петербургского государственного университета,история,история,1,6,11,история,отборочный и заключительный,https://olimpiada.ru/activity/459
249,63,Олимпиада школьников Санкт-Петербургского государственного университета,математика,математика,1,6,11,математика,отборочный и заключительный,https://olimpiada.ru/activity/443
250,63,Олимпиада школьников Санкт-Петербургского государственного университета,математическое моделирование и искусственный интеллект,информатика,3,9,11,математика и механика,отборочный и заключительный,https://olimpiada.ru/activity/5828
251,63,Олимпиада школьников Санкт-Петербургского государственного университета,медицина,медицина,1,7,11,"лечебное дело, стоматология, психология, клиническая психология",отборочный и заключительный,https://olimpiada.ru/activity/463
252,63,Олимпиада школьников Санкт-Петербургского государственного университета,международные отношения,обществознание,3,9,11,политические науки и регионоведение,отборочный и заключительный,https://olimpiada.ru/activity/5829
253,63,Олимпиада школьников Санкт-Петербургского государственного университета,обществознание,обществознание,1,8,11,обществознание,отборочный и заключительный,https://olimpiada.ru/activity/442
254,63,Олимпиада школьников Санкт-Петербургского государственного университета,политология,обществознание,2,9,11,политические науки и регионоведение,отборочный и заключительный,https://olimpiada.ru/activity/5830
255,63,Олимпиада школьников Санкт-Петербургского государственного университета,право,право,1,7,11,право,отборочный и заключительный,https://olimpiada.ru/activity/447
256,63,Олимпиада школьников Санкт-Петербургского государственного университета,психология,социология,3,9,11,психологические науки,отборочный и заключительный,https://olimpiada.ru/activity/5838
257,63,Олимпиада школьников Санкт-Петербургского государственного университета,социология,социология,1,6,11,"обществознание, история",отборочный и заключительный,https://olimpiada.ru/activity/462
258,63,Олимпиада школьников Санкт-Петербургского государственного университета,физика,физика,2,8,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/444
259,63,Олимпиада школьников Санкт-Петербургского государственного университета,филология,литература,1,7,11,"иностранный язык, литература, русский язык",отборочный и заключительный,https://olimpiada.ru/activity/460
260,63,Олимпиада школьников Санкт-Петербургского государственного университета,философия,литература,3,9,11,"философия, этика и религиоведение",отборочный и заключительный,https://olimpiada.ru/activity/5831
261,63,Олимпиада школьников Санкт-Петербургского государственного университета,химия,химия,1,8,11,химия,отборочный и заключительный,https://olimpiada.ru/activity/445
262,63,Олимпиада школьников Санкт-Петербургского государственного университета,экономика,экономика,2,8,11,экономика,отборочный и заключительный,https://olimpiada.ru/activity/464
263,64,Олимпиада школьников федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» «В мир права»,право,право,3,7,11,"обществознание, право, юриспруденция",отборочный и заключительный,https://olimpiada.ru/activity/5726
264,65,Олимпиада Юношеской математической школы,математика,математика,2,4,11,математика,"первый отборочный тур, второй тур и финал",https://olimpiada.ru/activity/66
265,66,Открытая межвузовская олимпиада школьников Сибирского федерального округа «Будущее Сибири»,физика,физика,3,8,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/368
266,66,Открытая межвузовская олимпиада школьников Сибирского федерального округа «Будущее Сибири»,химия,химия,1,8,11,химия,отборочный и финал,https://olimpiada.ru/activity/369
267,67,Открытая олимпиада школьников,информатика,информатика,1,5,11,информатика,"первый тур, второй тур и финал",https://olimpiada.ru/activity/4357
268,67,Открытая олимпиада школьников,математика,математика,2,5,11,математика,отборочный и заключительный,https://olimpiada.ru/activity/121
269,67,Открытая олимпиада школьников,физика,физика,3,7,11,"физика и астрономия, фотоника, приборостроение, оптические и биотехнические системы и технологии, физико-технические науки и технологии",отборочный и заключительный,https://olimpiada.ru/activity/5809
270,68,Открытая олимпиада школьников по программированию,информатика,информатика,1,5,11,информатика,"длинный тур, короткий тур и финал",https://olimpiada.ru/activity/23
271,69,Открытая олимпиада школьников по программированию «Когнитивные технологии»,информатика,информатика,2,7,11,информатика,отборочный и заключительный,https://olimpiada.ru/activity/5185
272,70,Открытая региональная межвузовская олимпиада вузов Томской области (ОРМО),география,география,3,8,11,география,отборочный и заключительный,https://olimpiada.ru/activity/469
273,70,Открытая региональная межвузовская олимпиада вузов Томской области (ОРМО),литература,литература,2,8,11,литература,отборочный и заключительный,https://olimpiada.ru/activity/471
274,70,Открытая региональная межвузовская олимпиада вузов Томской области (ОРМО),русский язык,русский язык,2,8,11,русский язык,отборочный и заключительный,https://olimpiada.ru/activity/5437
275,70,Открытая региональная межвузовская олимпиада вузов Томской области (ОРМО),физика,физика,2,8,11,физика,отборочный и заключительный,https://olimpiada.ru/activity/472
276,71,Открытая химическая олимпиада,химия,химия,2,9,11,химия,отборочный и заключительный,https://olimpiada.ru/activity/5353
277,72,Отраслевая олимпиада школьников «Газпром»,информатика,информатика,3,9,11,информатика,онлайн отборочный и заключительный,https://olimpiada.ru/activity/5516
278,72,Отраслевая олимпиада школьников «Газпром»,физика,физика,3,9,11,физика,онлайн отборочный и заключительный,https://olimpiada.ru/activity/5516
279,72,Отраслевая олимпиада школьников «Газпром»,химия,химия,3,9,11,химия,онлайн отборочный и заключительный,https://olimpiada.ru/activity/5516
280,73,Отраслевая физико-математическая олимпиада школьников «Росатом»,информатика,информатика,3,7,11,информатика,онлайн отборочный и заключительный,https://olimpiada.ru/activity/201
281,73,Отраслевая физико- математическая олимпиада школьников «Росатом»,математика,математика,2,7,11,математика,онлайн отборочный и заключительный,https://olimpiada.ru/activity/411
282,73,Отраслевая физико- математическая олимпиада школьников «Росатом»,физика,физика,1,7,11,физика,онлайн отборочный и заключительный,https://olimpiada.ru/activity/412
283,74,Пироговская олимпиада для школьников по химии и биологии,биология,биология,2,9,11,биология,отборочный и заключительный,https://olimpiada.ru/activity/5777
284,74,Пироговская олимпиада для школьников по химии и биологии,химия,химия,3,9,11,химия,отборочный и заключительный,https://olimpiada.ru/activity/5776
285,75,Плехановская олимпиада школьников,иностранный язык,иностранный язык,2,8,11,иностранный язык,отборочный и заключительный,https://olimpiada.ru/activity/5710
286,75,Плехановская олимпиада школьников,русский язык,русский язык,2,8,11,русский язык,отборочный и заключительный,https://olimpiada.ru/activity/5013
287,75,Плехановская олимпиада школьников,финансовая грамотность,экономика,3,8,11,экономика,отборочный и заключительный,https://olimpiada.ru/activity/5635
288,75,Плехановская олимпиада школьников,экономика,экономика,3,8,11,экономика,отборочный и заключительный,https://olimpiada.ru/activity/5172
289,76,Региональный конкурс школьников Челябинского университетского образовательного округа,иностранный язык,иностранный язык,3,8,11,иностранный язык,отборочный и финал,https://olimpiada.ru/activity/5401
290,76,Региональный конкурс школьников Челябинского университетского образовательного округа,обществознание,обществознание,3,8,11,обществознание,отборочный и финал,https://olimpiada.ru/activity/5400
291,77,Санкт-Петербургская астрономическая олимпиада,астрономия,астрономия,1,5,11,астрономия,отборочный и финал,https://olimpiada.ru/activity/287
292,78,Санкт-Петербургская олимпиада школьников,математика,математика,1,6,11,математика,отборочный и финал,https://olimpiada.ru/activity/246
293,78,Санкт-Петербургская олимпиада школьников,химия,химия,1,8,11,химия,отборочный и финал,https://olimpiada.ru/activity/247
294,79,Северо-Восточная олимпиада школьников,родные языки,русский язык,3,8,11,образование и педагогические науки,отборочный и финал,https://olimpiada.ru/activity/5204
295,79,Северо-Восточная олимпиада школьников,филология,литература,3,8,11,"русский язык, русская литература",отборочный и финал,https://olimpiada.ru/activity/5793
296,80,Сибирская межрегиональная олимпиада школьников «Архитектурно- дизайнерское творчество»,"архитектура, изобразительные и прикладные виды искусств",искусство,3,9,11,"архитектура, дизайн, градостроительство",отборочный и заключительный,https://olimpiada.ru/activity/5204
297,81,Строгановская олимпиада на базе МГХПА имени С.Г. Строганова,"рисунок, живопись, скульптура, дизайн",искусство,1,6,11,"искусство, дизайн",отборочный и заключительный,https://olimpiada.ru/activity/204
298,82,Телевизионная гуманитарная олимпиада школьников «Умницы и умники»,гуманитарные и социальные науки,обществознание,1,10,11,"средства массовой информациии информационно-библиотечное дело, политические науки и регионоведение",информация уточняется,https://olimpiada.ru/activity/206
299,83,Турнир городов,математика,математика,1,8,11,математика,"базовый тур, сложный тур и устный тур",https://olimpiada.ru/activity/5
300,84,Турнир имени М.В. Ломоносова,астрономия и науки о земле,астрономия,3,6,11,астрономия,подготовительный и заключительный,https://olimpiada.ru/activity/4
301,84,Турнир имени М.В. Ломоносова,биология,биология,3,6,11,биология,подготовительный и заключительный,https://olimpiada.ru/activity/4
302,84,Турнир имени М.В. Ломоносова,история,история,2,6,11,история,подготовительный и заключительный,https://olimpiada.ru/activity/4
303,84,Турнир имени М.В. Ломоносова,лингвистика,лингвистика,2,6,11,"русский язык, иностранный язык, математика",подготовительный и заключительный,https://olimpiada.ru/activity/4
304,84,Турнир имени М.В. Ломоносова,литература,литература,2,6,11,литература,подготовительный и заключительный,https://olimpiada.ru/activity/4
305,84,Турнир имени М.В. Ломоносова,математика,математика,2,6,11,математика,подготовительный и заключительный,https://olimpiada.ru/activity/4
306,84,Турнир имени М.В. Ломоносова,физика,физика,2,6,11,физика,подготовительный и заключительный,https://olimpiada.ru/activity/4
307,85,Университетская олимпиада школьников «Бельчонок»,информатика,информатика,3,2,11,информатика,отборочный и заключительный,https://olimpiada.ru/activity/398
308,85,Университетская олимпиада школьников «Бельчонок»,"математика	
		",математика,3,2,11,математика,отборочный и заключительный,https://olimpiada.ru/activity/397
309,85,Университетская олимпиада школьников «Бельчонок»,химия,химия,2,8,11,химия,отборочный и заключительный,https://olimpiada.ru/activity/5159
310,86,Учитель школы будущего,иностранный язык,иностранный язык,2,2,11,"востоковедение  и африканистика, лингвистика, филология",отборочный и заключительный,https://olimpiada.ru/activity/404
311,87,Всероссийская олимпиада по агрогенетике для школьников старших классов «Иннагрика»,аграрная генетика,биология,1,9,11,"аграрная генетика, биология","отборочный, полуфинал, финал",https://olimpiada.ru/activity/5854
